ID,Аты,Автор,Бағасы,Бет саны,Категория,Мұқаба,Толығырақ,URL
53,Анна Каренина,Лев Толстой,7500 тг,1400,Әлем әдебиеті,Қатты,"Әлемнің назарына іліккен, қаншама ұрпақ ауысса да, әдебиет сүйер оқырманның, киногерлер мен театр майталмандарының қызығушылығын оятып келе жатқан бұл романды әркім әрқалай түсінеді. Біреу махаббат жайлы десе, енді біреу бақ пен сор туралы, ал енді біреулер адалдық пен опасыздық жайлы деп тұжырым жасап жатады. Қазақ тіліне жарты ғасырдан астам уақыт бұрын Ғали Орманов аударған. Біз сол аударманы бір сөзін өзгертпестен ұсынып отырмыз. Кітап көпшілік әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/53/
54,Мартин Иден,Джек Лондон,3900 тг,533,Әлем әдебиеті,Қатты,"Қырық бір жыл өмір сүріп, қырық төрт кітап жазған Джек Лондонның өзіне біршама ұқсайтын кейіпкерінің бірі – осы Мартин Иден. Әсіресе жоқшылықтан, қараңғылықтан қалай шыққаны, соған шыдаған күрескерлік болмысы жазушының өз тағдырымен, табиғатымен үндес. Осы және басқа да ұқсастықтар, жазушының Мартин арқылы берген ойлары, толғаныстары, күйзелістері тек әдебиетшілерге ғана емес, психологтарға да көп ой салған. Аңсаған арманына жеткен соң, ол нәрседен түңіліп кету құбылысы психологияда «Мартин Иден синдромы» деп аталуы тегін емес.",https://qasymkitap.kz/book/54/
55,Жабайы алма,Сайын Мұратбеков,3600 тг,573,Қазақ әдебиеті,Қатты,"Сайын Мұратбеков әйгілі жазушы болған кезінде қала сыртындағы саяжайына барып, жазу жазады екен. Күз келгенде көршісінің жері мен екі ортада өсіп тұрған жабайы алма ағашының алмасын жинайтын көрінеді. Алманың небір тәтті түрлері өсетін Алматының баурайында ашқылтым дәмі бар жабайы алманы ешкім керек қылмайды ғой, жазушының көршісі де өз ауласына түскен жабайы алманы термейді екен. Сайын оларды да сұрап алып, жинап - теріп үйіне алып келеді екен. Неге өйтесің деп сұраған жұбайына «бала күнімізде қарнымыз ашқанда осы жабайы алманы жеуші едік, қазір бір жерден көрсем , бала күнгі досымды көргендей боламын, тастап кете алмаймын » деп жауап беріпті.Ауыр балалықтан қалған әсерді сейілтіп, ішті босатып, көңілде беріш боп қатып қалған жарақаттарды жазу үшін жазылған шығарманың бірі, әрі көркемдік жағынан басқалардан шоқтығы биік тұратыны - осы «Жабайы алма».",https://qasymkitap.kz/book/55/
56,Арсеньевтің өмірі,Иван Бунин,2700 тг,324,Әлем әдебиеті,Жұмсақ,"«Арсеньевтің өмірі» - И.Бунин шығармаларының ішіндегі ең күрделі автобиографиялық роман. Кітапта дворян,ақын Алексей Арсеньевтің балалық шағынан бастап, оның толысып,кемелдікке келген шағына дейінгі өмірі суреттелген. Роман әсте тек бір ақынның ғұмыры турасында емес. Бұл кітап жалпы жұмыр басты пенденің өмірінің күйініші мен сүйініші,қуанышы мен қайғысы жүректі шым еткізер сан алуан естеліктері жайлы. Романды қазақ тіліне жазушы Қалихан Ысқақ аударған.",https://qasymkitap.kz/book/56/
57,Жаяу Мұса,Зейтін Ақышев,4000 тг,702,Қазақ әдебиеті,Қатты,"Зейтін Ақышевтің әйгілі Жаяу Мұса туралы тарихи романы. Заманның сипатын тануға, қазақ халқының салт-дәстүрін, сол уақыттағы тіршілігін түсінуге мүмкіндік береді. Тілі шұрайлы.",https://qasymkitap.kz/book/57/
58,Дермене,Дулат Исабеков,1500 тг,116,Қазақ әдебиеті,Жұмсақ,"Жазушы Дулат Исабековтың ""Дермене"", ""Бекет"" повестері жинақталған. Екі шығарма да оқырманның көңілін босатып, жан дүниесін тербейтін сезімге толы туындылар.",https://qasymkitap.kz/book/58/
59,Жас жігітке өмір туралы ашық хат,Андре Моруа,1500 тг,134,Әлем әдебиеті,Жұмсақ,"Қолыңыздағы кітапты төрткүл дүниенің оқырмандары даналық кітабына теңеп тастағанына да жарты ғасырға жуық уақыт өтіпті. Сөйте тұра француз суреткері, дәлірегі ғұмырнамалық роман жанрының шебері Андре Моруаның алтын асықтай өмірлік кеңестерінің салмағы уақыт өткен сайын артып келеді. Оған зәредей күмән жоқ.Бозбалаға бағытталған ашық хат бола тұра бұл кітапты оқыған жас пен жасамыстың да, өмірде өз орны бар кексе кiсiнiн де алары мол. Өмірден алынған өсиеттердің баяндалу тәсілі де шынайы һәм нанымды. Бәлкiм бiреулерге ескірген тәрізді көрінетін пікірлердің шын мәнінде өлмес құндылықтарға табан тірейтініне куә.Шын мәнісінде Моруаның бұл еңбегі - «Әттең ай, неге ертерек колыма түспеді екен?!» дегізбей коймайтын кітап. Кітап емес-ау - өнер, өнер болғанда да кеңесу, сұқбаттасу өнері!",https://qasymkitap.kz/book/59/
60,Қарғын,Дулат Исабеков,2800 тг,318,Қазақ әдебиеті,Қатты,"Бұл роман оқырманға құндылықтар текетіресі сияқты әсер қалдырады. Асылында бұл - уақыт, тұлға, қоғам деген «алып ғимараттың» ішінде бір сәтке тынбай толассыз етіп жататын текетірес. Көзге көрінбейтін осы құндылықтар қайшылығын жазушы Д. Исабеков Жасын образы арқылы нанымды жеткізеді. Романда рухани байлық пен тоғышарлық сананың, адамдардың қолдан жасалған өлшемдерi мен азат ойдын текетіресіне құрылған тартысты оқиғалар да жеткілікті.",https://qasymkitap.kz/book/60/
61,Одиссейдің басынан кешкендері,Гомер,1700 тг,168,Әлем әдебиеті,Жұмсақ,"Аты аңызға айналған ақын Гомер жырлаған «Одиссея» дастанының оқиғалары мен кейіпкерлері түркі халықтарына ортақ «Алпамыс батыр», «Манас» сынды батырлық жырларда, тіпті «Қорқыт ата» аңыздарында кездеседі. Қазақ эпостарындағы қаһарманның жорыққа аттанып, сын-тегеуріндерден өтіп, өз қалыңдығының тойына бөтен адамның кейпінде оралуы секілді сарындар Одиссейдің басынан кешкен оқиғаларымен мазмұндас. Бұл ұқсастық көне грек тілінде жазылған мәшһүр поэманың түркілік дүниетаныммен де ортақ тарихи әрі рухани байланысы бар екеніне меңзейтіндей.Тарихи жаңғырығы темір дәуірінен де терең қойнаудан жеткен осынау жалпы адамзатқа ортақ мұраның прозалық нұсқасын қазақ тілді оқырманның дүниетанымына, көркемдік ойлау жүйесіне сай шебер аудара білген жазушы, ғалым Ақселеу Сейдімбек.",https://qasymkitap.kz/book/61/
62,Бишаралар,Федор Достоевский,1800 тг,212,Әлем әдебиеті,Жұмсақ,"«Бишаралар» – Достоевскийдің алғашқы романдарының бірі. Ұлы суреткер, адам жанының тамыршысы Федор Достоевский бұл романында қарапайым, момын, дәлірегі – өмір тауқыметімен бетпе-бет келіп шарасыз күйге түскен жандардың болмысын шебер суреттейді.«Бишаралар» қазақ тілінде сонау 1955 жылы латын қарпімен жарық көрген екен. Романның ішкі толассыз ой ағысын, психологиялық ерекшелігін сақтай отырып, қазақша төгілтіп сөйлеткен сыншы, аударма теориясы туралы бірнеше ғылыми еңбектің авторы, Б.Майлин, М.Әуезов шығармаларын орыс тіліне тәржімелеген аудармашы – Сәйділ Омарұлы Талжанов.",https://qasymkitap.kz/book/62/
63,Қажымұрат,Лев Толстой,1700 тг,186,Әлем әдебиеті,Жұмсақ,"«Тізерлеп өмір сүруден тік тұрып өлгенді» тәуір көретін тау халықтары туралы әдебиетте аз жазылмаған шығар. Бірақ, олардың қай кайсысының да, әлі күнге дейін барша әлем оқырмандары жата жастана оқитын Толстойдың «Қажымұратынан» бәсі жоғары дей алмайсыз. Иә, өзі отаршыл елдің ұланы бола тұра шығармашылығына шындықты арқау еткен абыз жазушы «Қажымұратта» арлы батырдың асыл қасиеттері шебер сомдалған.Қажымұрат – тарихи тұлға. Ширек ғасыр орыспен тірескен имам Шәмілдің жаужүрек серiгi. Ажалы орыстардан болған сардардың бассүйегі бүгінде Кунсткамераның коймасында екен. Алайда, Толстой сомдаған сайыпқыран Қажымұраттың образы күні бүгінге дейін әлем сахналарында кино да, спектакль де болып қойылып, опера да болып шырқалып келеді. Орыс режиссері Георгий Данелияның: «Менің ең сүйікті кітабым Толстойдың «Қажымұраты». Кейіпкерлері күндіз ойымнан, түнде түсімнен шыкпайды» дегені тәрізді ұлы туындыға тағзым толастамақ емес.",https://qasymkitap.kz/book/63/
64,Бесатар,Асқар Сүлеймен,1700 тг,158,Қазақ әдебиеті,Жұмсақ,"«Бесатар» повесі алғаш жарық көргенде әйгілі Ғабит Мүсірепов: «Ойға мырза, образға бай, бос сөзге сараң кітап жазу арман. Сондай мақсатты бетке алған Сүлейменұлы Асқардың «Бесатар» атты повесі мені көптен қызықтырып жүр» деп, кітапқа алғы сөз жазып, жас жазушыға жоғары баға берген екен. Иә, расында туындының тілдік жағы былай тұрсын, қазақтың азаттық күресін көтерген тақырыбының өзі сол советтік кезең үшін үлкен құбылысқа парапар еді.Азаттық алдық десек те, ұлттық болмыстан, қазақы дүниетанымнан алшақтатар факторлар шаш етектен бүгінгі техногендік дәуірде де «Бесатар» сынды төл мәдениеттің көзіндей қастерлі туынды – оқырман қауымға баға жетпес тарту болмақ.",https://qasymkitap.kz/book/64/
65,Ақ түндер,Федор Достоевский,1200 тг,94,Әлем әдебиеті,Жұмсақ,"Достоевскийдің бұл хикаятын оқыған жандар бірден жан-дүниеңді сырлы тылсыммен баурап алатын қасиетке ие екендігін айтады. Махаббат, алып шаһардағы жалғыздық, тiршiлiктiң мәнi, бақыт пен қасірет – осының бәрі бір туындының бойында синтезделген. «Ақ түндерді» оқи отырып, қазiргi техногендiк кездiң проблемаларына, қарым-қатынастан жұрдай виртуалды құндылықтарға басқа қырынан қарайсың. Табиғаттың тосын сыйындай ақ түнді туындының атауына арқау еткен жазушы шеберлігіне ерекше тәнті боласың. Достоевскийді қазақша сөйлеткен белгілі сөз зергері – Дулат Исабеков.",https://qasymkitap.kz/book/65/
67,Күлпаш,Бейімбет Майлин,1700 тг,188,Қазақ әдебиеті,Жұмсақ,"Сөз өнерінің бір құдіреті – өткенді көз алдыңа әкеліп, көріктендіру. Өнердің бұл құдіретін әр суретші өз мүмкіндігіне қарай біледі. Бейімбет Майлиннің қаламынан туған әңгімелер – 20 ғасыр басындағы қазақ өмірінің әдеби шежіресі. Оның шығармаларында сол дәуірдің оқиғалары, үлкен-кіші әрекеттер, жаңа өзгерістер, зиянды, зорлық-зомбылық, зорлық-зомбылық, тәртіпсіздік әрекеттері дәл суреттеледі. Бұл жинаққа енген бірқатар әңгімелер, сондай-ақ «Шұғаның белгісі» әңгімесі Б.Майлиннің авторлық даралығын, шығармашылық көзқарасын кеңінен танытады.",https://qasymkitap.kz/book/67/
68,Сағыныш екен бала кез…,Қази Данабаев,1700 тг,193,Қазақ әдебиеті,Жұмсақ,"Үнемі кітап оқуды әдетке айналдырған адамдар ұзақ өмір сүреді. Йел университетінің ғалымдары 4 мыңнан астам адамды зерттеп, осындай қорытындыға келген. Иә, кітаптың қазына екені шындық. Ал көркем әдебиеттің жөні тіпті бөлек. Кейіпкерлер мен сюжеттер жеке бір әлем, әңгіме-хикаяттар тұтас дәуірлер энциклопедиясындай. Қолдарыңыздағы жинақта шығармашылығында шынайылық пен шеберлікті ту еткен жазушы Қази Данабаевтың «Сағыныш екен бала кез…», «Шаңтөбе, Шотай, Балдәурен» және «Айнұрдың үйі көшкен күн» атты үш хикаяты беріліп отыр.",https://qasymkitap.kz/book/68/
69,Құланның ажалы,Ақан Нұрманов,2200 тг,324,Қазақ әдебиеті,Жұмсақ,"«Құланның ажалы» романы алғаш жарық көргенде, оқырмандар арасында: «Мынау баяғы Кейкі батыр ғой» деген әңгіме жүрген. Расында, басты қаһарман Құланның прототипі атақты Кейкі батыр екенін зерттеушілер де мойындайды. Жазушы Ақан Нұрманов аңыз кейіпкер Кейкінің тағдырын заман шындығымен астастыра отырып, көркемдік шешім ұсынған. Шығармада ұлт-азаттық көтерілістен кейінгі ел ішіндегі әділетсіздіктерге, шолақ белсенділердің оспадар әрекеттеріне шыдамай, ақыры қуғынға түсіп, өмірінің соңына дейiн ен далада жалғыз жортқан батырдың тағдыры баяндалады.Романда ел мен ер тағдыры, аңшылық пен далалық өмірдің қыр-сыры шынайы бейнеленген. Жалғыз адамның түздегі өмірінің ерекшелігін, тұмса табиғаттың таңғажайып көріністерін көкейге қондыра суреттеуі оқырманды тәнті етеді.",https://qasymkitap.kz/book/69/
70,Қошқар мен теке,Ертегілер,1500 тг,117,Балалар әдебиеті,Қатты,"Ертегі - халық сөзiнiң даналыққа құрылған ең көне әрі көркем түрі. Ертегінің бойында ғибрат пен тәрбие, қиял мен эстетика қатар жүреді. Жастайынан ертегі оқып не тыңдап өскен бала қиялы жүйрік, сұлулыққа құштар, ақ пен қараны ажырата білетін өнегелі болып ержетеді. Колдарыныздағы жинақта хайуанаттар жайлы ертегілер берілген. Мазмұнында ұлттық, түркілік, халықаралық сюжеттер көптеп кездеседі.",https://qasymkitap.kz/book/70/
71,Хан мен құмырсқалар патшасы,Ертегілер,1500 тг,117,Балалар әдебиеті,Қатты,"Ертегі - халық сөзiнiң даналыққа құрылған ең көне әрі көркем түрі. Ертегінің бойында ғибрат пен тәрбие, қиял мен эстетика қатар жүреді. Жастайынан ертегі оқып не тыңдап өскен бала қиялы жүйрік, сұлулыққа құштар, ақ пен қараны ажырата білетін өнегелі болып ержетеді. Колдарыныздағы жинақта хайуанаттар жайлы ертегілер берілген. Мазмұнында ұлттық, түркілік, халықаралық сюжеттер көптеп кездеседі.",https://qasymkitap.kz/book/71/
72,"Қош бол, майдан!",Эрнест Хемингуэй,2300 тг,379,Әлем әдебиеті,Жұмсақ,"""Қош бол, майдан!"" - соғыстың қанды картинасын емес, оның салдарынан өмірдің мәні мен шынайы махаббат оқиғасын тудырған ғажап туынды. Романдағы бас кейіпкер Фредерик Генридің әрбір сөзінен соғысқа деген жиіркенішті байқаймыз. Шығармадағы таңғажайып махаббат - соғыстағы сезім мен азаттық симфониясы. Ғашық жандар қан тілемейді, ол - надандардың ісі. Қай дәуірде де соғыстың мәнсіз әрекет екенін меңзейтін бұл романның оқырманға берері көп.",https://qasymkitap.kz/book/72/
73,"Пайда ойлама, ар ойла",Абай Құнанбайұлы,1500 тг,214,Қазақ әдебиеті,Жұмсақ,"""Шын хәкім, сөзің асыл баға жетпес"" деп Мағжан жырлаған Абай мұрасының басылым тарихында біз бірнеше рет таңба алмастырып, жазу өзгерісін бастан кештік. Бұл Абай өлеңдерінің мән-мазмұнына түрлі деңгейде әсер етпеді дей алмаймыз. Абай шығармашылығы - қай қазақтың болмасын бас қойып, қанып ішер рухани бастау бұлағы. ""Қазақтың бас ақыны"" атанған хәкімнің өлеңдері өзінің құндылығын ешқашан жоғалтпақ емес. Осыған орай баспамыз назарларыңызға ұлы ақынның таңдамалы жинағын ұсынып отыр. Кітап барша оқырман қауымға арналған.",https://qasymkitap.kz/book/73/
74,Әке мен бала,Ыбырай Алтынсарин,1500 тг,121,Қазақ әдебиеті,Жұмсақ,"Ыбырай Алтынсарин қазақ даласында мектеп ашып қана қоймай, кішкентай бүлдіршіндерге арналған шағын әңгімелер жазып, әртүрлі аудармалар жасап, оқулық та дайындады. Тілі жеңіл, ғибраты мол, ықшам келген әңгімелерінің бәрі сондай қызықты, тартымды. Әрбір әңгімесінен дала ұстазының білім шырағын жағу жолындағы ізденісі, ағартушылық рухы айқын аңғарылады.Кітап бүлдіршіндер мен барша оқырман қауымға арналады.",https://qasymkitap.kz/book/74/
75,Жирен шаштылар қауымдастығы,Артур Конан Дойл,2300 тг,267,Әлем Әдебиет,Жұмсақ,"Детектив жанрының қас шебері Артур Конан Дойл Шерлок Холмс туралы әңгімелерінде сол кездің криминалистика тәжірбиесінде бомлаған әдістерді сипаттаған. Мысалы, темекі тұқылы мен күлінен айғақтар табу және үлкейткіш әйнектің көмегімен дәлелдер іздеу сынды әдістерді полиция кітап шыққаннан кейін ғана қолдана бастаған екен.Артур Конан Дойл уақыт өте келе Шерлок Холмсты жек көретінін мойындайды, өйткені оқырмандар Шерлоктың шытырман оқиғаларының жалғаса бергенін қалайды, ал жазушының өзі одан да басқа маңызды шығармалар жазғысы келеді. Осы мақсатпен ол тіпті өз кейіпкерін өлтіреді, бірақ мыңдаған оқырманның талап етуімен кезекті әңгімесін жазып, әйгілі кейіпкерді қайта тірілтуге тура келеді.",https://qasymkitap.kz/book/75/
76,Тарпаң жорға,Эрнест Томпсон,1700 тг,188,Әлем әдебиеті,Жұмсақ,"Эрнест Сетон-Томпсон - канадалық жазушы әрі суретші, жануарлар туралы 40-қа жуық кітаптың авторы, жабайы табиғат зерттеушісі әрі иллюстраторы. Ол сонымен қатар ділмарр шешен әрі білікті оқытушы, Америка үндістерінің ымшара тілінің маманы, олардың саяси, мәдени және рухани құқығын қорғаушылардың бірі.Қала тіршілігін аса ұнатпаған Э. Сетон-Томпсон өмірінің көп бөлігін орманды далаларда өткізген. Адамзат қоғамы мен хайуанаттар әлемінің текетіресін қозғаған жазушы өз кейіпкерлеріне табиғи мінез-құлық дарыта білген. Шығармаларында жануарлардың толыққанды өмірбаянын жазып, оларды адаммен тең қойған.Қаламгердің әңгімелерін қазақы оқырманның дүниетанымына сай көркемдікпен аударған белгілі жазушы - Сарбас Ақтаев.",https://qasymkitap.kz/book/76/
78,Иманжүсіп,Зейтін Ақышев,3300 тг,556,Қазақ әдебиеті,Қатты,"Әділет пен теңдікті жақтаған Иманжүсіптің бүкіл өмірі айдау мен қудалауда өткен. Әні күллі қазақ даласын тербеген өнері ерек жанның басына тағдыр тауқыметті ерте саналады . Өмірі де, өнері де бір төбе осындай тұлға жайлы қиын заманда қаламгер Зейтін Ақышев кесек роман жазып, халық назарына ұсынған. Бірақ шыққан сәтінде бұл кітап көп қуғын көріп, тәуелсіздік тұсында ғана елге етене тарала бастайды.Тарих пен тағылымға толы кітаптың оқырманға берері мол.Кітап көпшілік оқырман қауымға арналады",https://qasymkitap.kz/book/78/
79,Менің сүйікті Альбинам,Қази Данабаев,1800 тг,218,Қазақ әдебиеті,Жұмсақ,"Әдебиет әлеміне ең алғаш өлеңмен келіп, кейін прозаға бет бұрған Қази Данабаевтың әңгімелерінен ауылдың бейнесін көреміз. Ауыл адамдарының тыныс-тіршілігін, олардың ақ-адал көңілін жеңіл тілмен жеткізе білуі қаламгер Қази шығармаларын ерекшелендіріп тұратындай.Осы жинақтың атауына негіз болған ""Менің сүйікті Альбинам"" әңгімесінде бозбаланың бойжеткенге деген белгісіз іңкәр сезімі нәзік лиризммен суреттелген.Кітап барша әдебиетсүйер қауымға арналады.",https://qasymkitap.kz/book/79/
80,Қилы заман,Мұхтар Әуезов,1900 тг,238,Қазақ әдебиеті,Жұмсақ,"1916 жылы қазақ азаматтарын майданға жегу туралы орыс патшасының жарлығы шығады. Ел ақсақалдары жарлыққа қарсы болады. Патша шабармандары ел ішіндегі тыңшылары арқылы бұдан құлақтанып, елге әскер шығарады. Атыс-шабыс, кісі өлімі көбейеді. Бұл оқиға Жетісудағы әйгілі Қарқаралы жәрмеңкесімен тұспа-тұс келеді. Патшаға қарсы бас көтереді деп, көптеген ел азаматтары тұтқындалады. Мұның соңы Қарқарадағы ірі қарулы текетіреске ұласады. Қуғынға ұшыраған елдің бір бөлігі Қытай асады.Мұхтар Әуезовтің ""Қилы заманы"" - 1916 жылғы Албан көтерілісінің себебін, барысын, салдарын тарихи фактілердің негізінде суреттеген кең тынысты шығарма. Ондағы кеңістік пен уақыт -- патшалық Ресейдің адуын, қомағай, кетеген кезеңі.",https://qasymkitap.kz/book/80/
81,Қазанат Джек,Эрнест Сетон-Томпсон,1700 тг,178,Әлем әдебиеті,Жұмсақ,"Бала күнінде аңдар мен құстарға қатты қызыққан қолыңыздағы кітаптың авторы өсе келе орман аралап, ізденіп, дәл осы тақырыпта қалам тербейді. Тың арнаға жол салған оның шығармашылығы көптеген оқырмандардың ынтасын өзіне аударады. Әйгілі канадалық жазушының жануарлар туралы реалистік әңгімелері сізді де қызықтырып, табиғат-ананың жұмбағын ашары сөзсіз.Кітап балалар мен барша оқырман қауымға арналады.",https://qasymkitap.kz/book/81/
82,Алты түлкі,Ертегілер,1500 тг,117,Балалар әдебиеті,Қатты,"Баланы жастай ертегіге баулудың сан қырлы пайдасы мен сан түрлі әдісін психолог мамандар көп айтып жүр. Жануарлар туралы ертегілер жүйелі де дәйекті келеді. Олардың құрылымы түсінікті әрі қарапайым, сондықтан балалар логикалық ойлауды, оқиғалар арасындағы байланыстарды іздеуді және қорытынды жасауды оңай үйренеді.""Күндердің күнінде сен есейіп, ертегіні қайта оқи бастайтын жасқа жетесің"" Клайв Стейплз Льюис, ""Нарния хроникалары"" кітабынан.",https://qasymkitap.kz/book/82/
83,Әлемді 80 күнде шарлау,Жюль Верн,2200 тг,284,Әлем әдебиеті,Жұмсақ,"""Әлемді 80 күнде шарлау"" - әйгілі француз жазушысы Жюль Верннің шытырман оқиғалы романы. Басты кейіпкер - ерек мінезді, өнертапқыш ағылшын азаматы Филеас Фогг жер шарын 80 күнде айналып өтуге бәстесіп, тәуекелді сапарға аттанады. Уәдесін орындай алмаса, банкрот болғалы тұрған Фогг пен адал қызметшісі Паспартудың төрт құрлық пен үш мұхитты кезіп өтуі тиіс шытырман оқиғалы сапары немен аяқталатынын білгіңіз келсе, қолыңыздағы кітаппен бірге әлемді шарлап өтуге кеңес береміз.Кітап балалар мен барша оқырман қауымға арналады.",https://qasymkitap.kz/book/83/
84,Петербург повестері,Николай Гоголь,1700 тг,172,Әлем әдебиеті,Жұмсақ,"Қолыңыздағы кітапта Н. Гогольдің әдебиетшілер мен көпшілік оқырман қауым ""Петербург повестері"" деп атаған танымал топтамасынан ""Нева проспектісі"", ""Портрет"" және ""Мұрын"" атты хикаяттарын ұсынып отырмыз. Аталмыш повестерге ортақ оқиға орны Санкт-Петербургтің тарихы мен мәдени өмірін жан-жақты қамти отырып, жазушы өз өмір салтын таңғаларлық дәлдікпен суреттейді. Сондай-ақ Петербург шахарының жан дүниесін айқара ашқандай - ""кішкентай адамдардың"" қилы да аянашты тағдырларын баяндайды.Кітап барша әдебиет сүйер қауымға арналады.",https://qasymkitap.kz/book/84/
85,Крейцер сонатасы,Лев Толстой,1500 тг,124,Әлем әдебиеті,Жұмсақ,"""Крейцер сонатасы"" - Лев Толстойдың шығармаларының ішіндегі шоқтығы биік хикаяттарының бірі. ""Жанжал тудырғыш сипаты"" үшін алғашқыда цензурамен тыйым салынған повесте отбасылық қарым-қатынас, махаббат пен ғадауат, тәкаппарлық пен қызғаныштың адамды қанды қылмысқа итермелей алатын жойқын күші туралы баяндалады.Махаббат пен адамгершілік жайлы мәңгілік сұрақтарға жауап іздейтін, көп қырлы адам психологиясын айшықты суреттейтін бұл хикаят қай дәуірде оқылса да, оқырманның көңілінде қайшылықты сезімдердің дауылын тудыра алатыны анық.Кітап барша оқырман қауымға арналады.",https://qasymkitap.kz/book/85/
86,Қараш-Қараш оқиғасы,Мұхтар Әуезов,1600 тг,122,Қазақ әдебиеті,Жұмсақ,"М. Әуезовтің ""Қараш-Қараш оқиғасы"" повесінде XIX ғасырдағы қазақ қоғамында орын алған келеңсіздіктер мен олардың адам тағдырына әсері баяндалады. Барша адамзат қоғамының дамуына кері әсер ететін қорлық пен қиянат, зұлымдық пен қылмыс, сатқындық пен аярлық категориялары және оларға қарсы адалдық пен сенім, ерлік пен төзім, аяушылық пен мейірім категорияларының сипаты аршып көрсетіледі. Адамдық болмысты қорлап отырған алапат әділетсіздіктікке қарсы жанның жанкешті күресі баяндалады.Кітап жасөспірімдер мен ересектерге арналады.",https://qasymkitap.kz/book/86/
87,Москва үшін шайқас,Бауыржан Момышұлы,3300 тг,514,Қазақ әдебиеті,Жұмсақ,"Даңқты батыр Бауыржан Момышұлының қаламынан туған бұл роман түгелдей тарихи шындық пен нақты дәйекті оқиғаларға құрылған. Роман мазмұны Екінші дүние соғысының отын тұтатқан неміс басқыншыларына қарсы соғыста елін қорғаған ержүрек ерлер, соғыс зардабы, шабуыл мен қорғаныстың айла-тәсілдері, батырлық пен шешімталдық, туған жер, достық, сағыныш сынды құндылықтарды баяндайды. Аталған тарихи оқиғалардың бел ортасында автордың өзі болуы - шығарма құндылығын арттыра түседі.Роман оқушылар мен жасөспірімдерге, шынайы оқиғаға құрылған көркем шығарма сүйер барша оқырманға арналған.",https://qasymkitap.kz/book/87/
88,Қасқыр мен түлкі,Ертегілер,1500 тг,117,Балалар әдебиеті,Қатты,"Ертегі тыңдау арқылы балалар қоршаған ортаны тануды, оқиғаларды дұрыс түсінуді, талдай білуді және қиын жағдайлардан шығудың жолын іздеуді үйренеді. Жануарлар туралы ертегілер бір мәселенің шешімін әдеттегі жолман емес, ерекше әрі тиімді жолмен табу дағдысын қалыптастырады. Ертегіде міндетті түрде жомарттық пен сараңдық, жақсылық пен жамандық, жалғыздық пен достық секілді бала үшін маңызды тақырыптардың бірі қозғалады. Тыңдаушыға ғибратпен бірге эстетикалық ләззат беретін ертегілер адам баласының қиялын, мінез-құлқын, таным-талғамын тәрбиелеуде үлкен рөл атқарады.",https://qasymkitap.kz/book/88/
89,Үш аю,Халық ертегілері,1500 тг,116,Балалар әдебиеті,Қатты,"Хайуанаттар жайлы ертегілер адамзат баласының көне дәуірлерден қалыптасып келе жатқан таным-түсінігінен, көркемдік ойлау жүйесінен хабар береді. Қолдарыңыздағы жинақта адами мінез-құлықтарды тұспалдап бейнелейтін, тартысты оқиғаларға толы хайуанаттар жайлы ертегілер берген.",https://qasymkitap.kz/book/89/
90,Инженер Гариннің гиперболоиды,Алексей Толстой,2500 тг,364,Әлем әдебиеті,Жұмсақ,"""Инженер Гариннің гиперболоиды"" – ғылыми-фантастикалық әдебиеттің классигі Алексей Толстойдың айтулы шығармасы. Романның негізгі оқиғасы ғылыми болжамға, яғни сәуленің келешегіне бағышталған. Басты кейіпкер инженер Гарин химиялық қоспадан туған сәулелелерді бір нүктеге топтап, сұрапыл қуатты құрал ойлап табады. Құрал Батыс капиталистерінің көз құртына айналады. Шым-шытырық оқиға өрбиді. Тойымсыз Гарин дүниежүзіне әмір жүргізбек болады. Шытырман оқиға мен тартысқа толы бұл роман оқырмандарды таңдандырмай қоймасы анық.Кітап жасөспірімдер мен ересектерге арналады.",https://qasymkitap.kz/book/90/
91,Каштанка,Антон Чехов,1500 тг,110,Әлем әдебиеті,Жұмсақ,"Чеховтың қай әңгімесін оқысаң да жаныңды, көңіліңді тербейді. Оқиғалараы ойыңнан кетпей қояды. Қолдарыңыздағы ""Каштанка"" атты кіатапта ұлы жазушының жеті әңгімесі берілген.Титімдей Каштанкамен бірге қуанып, бірге мұңаясың, бірге түс көресің. Үйінен қожайынмен ере шыққан Каштанка адасып, өзге ортаға түседі. Мұндағы жағдайы бұрынғы өмірінен әлдеқайда тәуір әрі қызықты. Бірақ Каштанка түсінде көбіне бұрынғы өмірін, қарашаңырағын көреді. Одан әрі оқиға күрделене түседі. Жаңа машық, бұрынғы төл қожайыны мен оның баласына қауышқанға дейін жалғасады. Әңгіменің астары терең. Әрбір оқырман өз қорытындысын шығарғаны абзал""Каштанкадан"" бөлек кітапта әйгілі жазушының ""Үйде"", ""Ванька"", ""Қашқын"", ""Аққасқа"", ""Жұртта"", ""Көлікте"" деген әңгімелері бар.",https://qasymkitap.kz/book/91/
